transaction_id,date,time,customer_name,customer_type,cut_type,chickens_count,live_weight_kg,carcass_weight_kg,weight_loss_kg,yield_ratio,price_per_kg,cogs_rp,revenue_rp,gross_profit_rp,payment_method,payment_status
TRX-20260720-1074,2026-07-20,06:06,Ayam Geprek Sambal Bawang,Langganan,Potong 12,30,68.19,48.89,19.3,0.717,36500,1500180,1784485,284305,Tunai,Belum Lunas
TRX-20260720-1075,2026-07-20,09:34,Eceran Umum,Umum,Potong 12,2,3.62,2.65,0.97,0.732,36500,79640,96725,17085,Tunai,Lunas
TRX-20260720-1076,2026-07-20,07:32,Depot Mie Pangsit 88,Langganan,Potong 4,25,56.13,40.64,15.49,0.724,35000,1234860,1422400,187540,Tempo_3H,Belum Lunas
TRX-20260720-1077,2026-07-20,05:51,Warung Padang Roda Jaya,Langganan,Potong 4,24,51.96,37.98,13.98,0.731,35000,1143120,1329300,186180,Tempo_7H,Belum Lunas
TRX-20260720-1078,2026-07-20,06:58,Katering Berkah Ibu,Langganan,Potong 12,31,62.9,45.48,17.42,0.723,36500,1383800,1660020,276220,Tempo_14H,Lunas
TRX-20260720-1079,2026-07-20,08:18,Warung Padang Roda Jaya,Langganan,Fillet Dada,30,55.45,40.7,14.75,0.734,48000,1219900,1953600,733700,Tempo_7H,Belum Lunas
TRX-20260720-1080,2026-07-20,04:41,Bakso Solo Mas Mul,Langganan,Potong 4,8,16.04,12.01,4.03,0.749,35000,352880,420350,67470,Tempo_7H,Belum Lunas
TRX-20260720-1081,2026-07-20,08:46,Eceran Umum,Umum,Karkas Utuh,1,1.95,1.44,0.51,0.74,35000,42900,50400,7500,Tunai,Lunas
TRX-20260720-1082,2026-07-20,05:53,Depot Mie Pangsit 88,Langganan,Fillet Dada,20,44.13,32.52,11.61,0.737,48000,970860,1560960,590100,Tempo_3H,Lunas
TRX-20260720-1083,2026-07-20,09:49,Bakso Solo Mas Mul,Langganan,Potong 12,19,35.49,26.12,9.37,0.736,36500,780780,953380,172600,Tempo_7H,Lunas
TRX-20260721-1084,2026-07-21,05:30,Eceran Umum,Umum,Potong 8,1,1.91,1.45,0.46,0.757,36500,42020,52925,10905,Tunai,Lunas
TRX-20260721-1085,2026-07-21,08:44,Ayam Geprek Sambal Bawang,Langganan,Potong 8,10,21.91,15.67,6.24,0.715,36500,482020,571955,89935,Tunai,Lunas
TRX-20260721-1086,2026-07-21,03:46,Eceran Umum,Umum,Campur,2,3.84,2.83,1.01,0.737,35000,84480,99050,14570,Tunai,Lunas
TRX-20260721-1087,2026-07-21,04:28,Warung Nasi Sunda Ibu Imas,Langganan,Fillet Dada,8,16.68,12.13,4.55,0.727,48000,366960,582240,215280,Tempo_7H,Belum Lunas
TRX-20260721-1088,2026-07-21,07:09,Eceran Umum,Umum,Potong 8,1,1.88,1.35,0.53,0.717,36500,41360,49275,7915,Tunai,Lunas
TRX-20260721-1089,2026-07-21,03:24,Katering Berkah Ibu,Langganan,Potong 8,28,61.31,43.59,17.72,0.711,36500,1348820,1591035,242215,Tempo_14H,Belum Lunas
TRX-20260721-1090,2026-07-21,07:29,Katering Berkah Ibu,Langganan,Potong 12,19,35.75,26.85,8.9,0.751,36500,786500,980025,193525,Tempo_14H,Belum Lunas
TRX-20260721-1091,2026-07-21,04:21,Ayam Geprek Sambal Bawang,Langganan,Potong 12,31,64.36,45.89,18.47,0.713,36500,1415920,1674985,259065,Tunai,Lunas
TRX-20260721-1092,2026-07-21,05:10,Bakso Solo Mas Mul,Langganan,Potong 4,5,10.67,7.58,3.09,0.71,35000,234740,265300,30560,Tempo_7H,Belum Lunas
TRX-20260721-1093,2026-07-21,04:49,Eceran Umum,Umum,Potong 8,2,3.75,2.72,1.03,0.726,36500,82500,99280,16780,Tunai,Lunas
TRX-20260721-1094,2026-07-21,06:06,Warung Nasi Sunda Ibu Imas,Langganan,Karkas Utuh,14,31.33,22.71,8.62,0.725,35000,689260,794850,105590,Tempo_7H,Lunas
TRX-20260721-1095,2026-07-21,06:37,Bakso Solo Mas Mul,Langganan,Karkas Utuh,17,31.79,23.56,8.23,0.741,35000,699380,824600,125220,Tempo_7H,Lunas
TRX-20260721-1096,2026-07-21,05:07,Warung Padang Roda Jaya,Langganan,Campur,28,62.19,46.39,15.8,0.746,35000,1368180,1623650,255470,Tempo_7H,Lunas
TRX-20260721-1097,2026-07-21,05:31,Eceran Umum,Umum,Potong 8,1,1.78,1.31,0.47,0.734,36500,39160,47815,8655,Tunai,Lunas
TRX-20260721-1098,2026-07-21,06:55,Eceran Umum,Umum,Potong 12,2,3.67,2.77,0.9,0.754,36500,80740,101105,20365,Tunai,Lunas
TRX-20260721-1099,2026-07-21,08:02,Eceran Umum,Umum,Potong 12,2,4.19,2.98,1.21,0.712,36500,92180,108770,16590,Tunai,Lunas
TRX-20260721-1100,2026-07-21,05:15,Warung Nasi Sunda Ibu Imas,Langganan,Potong 4,24,44.0,33.4,10.6,0.759,35000,968000,1169000,201000,Tempo_7H,Lunas
TRX-20260721-1101,2026-07-21,05:23,Katering Berkah Ibu,Langganan,Fillet Dada,16,33.06,24.27,8.79,0.734,48000,727320,1164960,437640,Tempo_14H,Belum Lunas
TRX-20260721-1102,2026-07-21,04:09,Eceran Umum,Umum,Potong 12,1,1.79,1.32,0.47,0.739,36500,39380,48180,8800,Tunai,Lunas
TRX-20260721-1103,2026-07-21,08:44,Eceran Umum,Umum,Karkas Utuh,1,1.88,1.36,0.52,0.722,35000,41360,47600,6240,Tunai,Lunas
TRX-20260721-1104,2026-07-21,04:54,Eceran Umum,Umum,Campur,1,2.17,1.58,0.59,0.73,35000,47740,55300,7560,Tunai,Lunas
TRX-20260721-1105,2026-07-21,05:44,Katering Berkah Ibu,Langganan,Karkas Utuh,7,14.19,10.42,3.77,0.734,35000,312180,364700,52520,Tempo_14H,Belum Lunas
TRX-20260721-1106,2026-07-21,04:48,Warung Nasi Sunda Ibu Imas,Langganan,Karkas Utuh,20,41.44,29.75,11.69,0.718,35000,911680,1041250,129570,Tempo_7H,Belum Lunas
TRX-20260722-1107,2026-07-22,04:57,Warung Nasi Sunda Ibu Imas,Langganan,Potong 4,32,64.86,47.8,17.06,0.737,35000,1426920,1673000,246080,Tempo_7H,Belum Lunas
TRX-20260722-1108,2026-07-22,04:08,Warung Padang Roda Jaya,Langganan,Potong 8,33,61.14,45.55,15.59,0.745,36500,1345080,1662575,317495,Tempo_7H,Belum Lunas
TRX-20260722-1109,2026-07-22,05:12,Eceran Umum,Umum,Karkas Utuh,1,1.78,1.3,0.48,0.728,35000,39160,45500,6340,Tunai,Lunas
TRX-20260722-1110,2026-07-22,06:18,Eceran Umum,Umum,Potong 8,2,4.18,3.14,1.04,0.752,36500,91960,114610,22650,Tunai,Lunas
TRX-20260722-1111,2026-07-22,06:30,Depot Mie Pangsit 88,Langganan,Karkas Utuh,20,36.24,26.35,9.89,0.727,35000,797280,922250,124970,Tempo_3H,Belum Lunas
TRX-20260722-1112,2026-07-22,04:45,Eceran Umum,Umum,Potong 8,2,4.14,3.11,1.03,0.751,36500,91080,113515,22435,Tunai,Lunas
TRX-20260722-1113,2026-07-22,03:42,Eceran Umum,Umum,Potong 4,2,4.03,2.89,1.14,0.718,35000,88660,101150,12490,Tunai,Lunas
TRX-20260722-1114,2026-07-22,05:42,Warung Padang Roda Jaya,Langganan,Potong 4,8,16.38,11.91,4.47,0.727,35000,360360,416850,56490,Tempo_7H,Lunas
TRX-20260722-1115,2026-07-22,05:44,Eceran Umum,Umum,Potong 4,1,1.85,1.38,0.47,0.744,35000,40700,48299,7599,Tunai,Lunas
TRX-20260722-1116,2026-07-22,04:48,Ayam Geprek Sambal Bawang,Langganan,Karkas Utuh,14,29.51,21.6,7.91,0.732,35000,649220,756000,106780,Tunai,Lunas
TRX-20260722-1117,2026-07-22,03:52,Katering Berkah Ibu,Langganan,Potong 4,21,45.51,32.45,13.06,0.713,35000,1001220,1135750,134530,Tempo_14H,Belum Lunas
TRX-20260722-1118,2026-07-22,04:52,Bakso Solo Mas Mul,Langganan,Potong 8,31,56.16,42.4,13.76,0.755,36500,1235520,1547600,312080,Tempo_7H,Lunas
TRX-20260722-1119,2026-07-22,04:28,Eceran Umum,Umum,Potong 12,2,3.85,2.88,0.97,0.748,36500,84700,105120,20420,Tunai,Lunas
TRX-20260722-1120,2026-07-22,07:22,Warung Nasi Sunda Ibu Imas,Langganan,Potong 8,27,50.87,38.25,12.62,0.752,36500,1119140,1396125,276985,Tempo_7H,Lunas
TRX-20260722-1121,2026-07-22,05:37,Ayam Geprek Sambal Bawang,Langganan,Potong 12,13,24.01,17.41,6.6,0.725,36500,528220,635465,107245,Tunai,Belum Lunas
TRX-20260723-1122,2026-07-23,04:48,Eceran Umum,Umum,Fillet Dada,1,2.16,1.57,0.59,0.728,48000,47520,75360,27840,Tunai,Lunas
TRX-20260723-1123,2026-07-23,04:48,Eceran Umum,Umum,Fillet Dada,1,2.01,1.46,0.55,0.727,48000,44219,70080,25861,Tunai,Lunas
TRX-20260723-1124,2026-07-23,03:15,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Karkas Utuh,20,39.98,29.39,10.59,0.735,35000,879559,1028650,149091,Tempo_3H,Belum Lunas
TRX-20260723-1125,2026-07-23,08:02,Eceran Umum,Umum,Karkas Utuh,2,3.54,2.59,0.95,0.732,35000,77880,90650,12770,Tunai,Lunas
TRX-20260723-1126,2026-07-23,05:32,Warung Padang Roda Jaya,Langganan,Fillet Dada,28,63.86,47.26,16.6,0.74,48000,1404920,2268480,863560,Tempo_7H,Belum Lunas
TRX-20260723-1127,2026-07-23,04:22,Eceran Umum,Umum,Potong 8,2,3.61,2.67,0.94,0.74,36500,79420,97455,18035,Tunai,Lunas
TRX-20260723-1128,2026-07-23,08:07,Warung Padang Roda Jaya,Langganan,Potong 8,8,17.73,12.69,5.04,0.716,36500,390060,463185,73125,Tempo_7H,Lunas
TRX-20260723-1129,2026-07-23,09:03,Depot Mie Pangsit 88,Langganan,Potong 4,30,62.42,44.88,17.54,0.719,35000,1373240,1570800,197560,Tempo_3H,Lunas
TRX-20260723-1130,2026-07-23,09:25,Warung Padang Roda Jaya,Langganan,Potong 12,34,66.94,49.33,17.61,0.737,36500,1472680,1800545,327865,Tempo_7H,Belum Lunas
TRX-20260723-1131,2026-07-23,04:25,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,23,52.43,39.69,12.74,0.757,36500,1153460,1448685,295225,Tempo_3H,Belum Lunas
TRX-20260723-1132,2026-07-23,04:08,Bakso Solo Mas Mul,Langganan,Potong 12,11,21.3,15.53,5.77,0.729,36500,468600,566845,98245,Tempo_7H,Belum Lunas
TRX-20260723-1133,2026-07-23,05:20,Eceran Umum,Umum,Fillet Dada,2,4.23,3.18,1.05,0.752,48000,93060,152640,59580,Tunai,Lunas
TRX-20260723-1134,2026-07-23,08:18,Eceran Umum,Umum,Potong 8,2,4.15,3.15,1.0,0.758,36500,91300,114975,23675,Tunai,Lunas
TRX-20260723-1135,2026-07-23,04:03,Warung Padang Roda Jaya,Langganan,Fillet Dada,7,12.97,9.58,3.39,0.739,48000,285340,459840,174500,Tempo_7H,Belum Lunas
TRX-20260723-1136,2026-07-23,05:36,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,5,10.36,7.48,2.88,0.722,36500,227920,273020,45100,Tempo_3H,Belum Lunas
TRX-20260723-1137,2026-07-23,03:36,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Karkas Utuh,5,9.73,7.1,2.63,0.73,35000,214060,248500,34440,Tempo_3H,Belum Lunas
TRX-20260723-1138,2026-07-23,04:59,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Karkas Utuh,23,52.34,38.78,13.56,0.741,35000,1151480,1357300,205820,Tempo_3H,Belum Lunas
TRX-20260723-1139,2026-07-23,05:03,Eceran Umum,Umum,Potong 8,1,1.94,1.44,0.5,0.742,36500,42680,52560,9880,Tunai,Lunas
TRX-20260724-1140,2026-07-24,04:08,Katering Berkah Ibu,Langganan,Potong 12,31,64.09,47.68,16.41,0.744,36500,1409980,1740320,330340,Tempo_14H,Belum Lunas
TRX-20260724-1141,2026-07-24,05:00,Bakso Solo Mas Mul,Langganan,Potong 8,13,28.86,21.53,7.33,0.746,36500,634920,785845,150925,Tempo_7H,Belum Lunas
TRX-20260724-1142,2026-07-24,10:07,Eceran Umum,Umum,Karkas Utuh,1,2.07,1.5,0.57,0.725,35000,45540,52500,6960,Tunai,Lunas
TRX-20260724-1143,2026-07-24,07:30,Eceran Umum,Umum,Campur,2,4.24,3.19,1.05,0.752,35000,93280,111650,18370,Tunai,Lunas
TRX-20260724-1144,2026-07-24,08:40,Bakso Solo Mas Mul,Langganan,Potong 4,15,29.22,22.03,7.19,0.754,35000,642840,771050,128210,Tempo_7H,Belum Lunas
TRX-20260724-1145,2026-07-24,03:28,Warung Padang Roda Jaya,Langganan,Potong 4,21,47.53,36.03,11.5,0.758,35000,1045660,1261050,215390,Tempo_7H,Lunas
TRX-20260724-1146,2026-07-24,03:02,Katering Berkah Ibu,Langganan,Potong 12,29,62.08,45.26,16.82,0.729,36500,1365760,1651990,286230,Tempo_14H,Lunas
TRX-20260724-1147,2026-07-24,03:26,Eceran Umum,Umum,Potong 8,1,1.96,1.48,0.48,0.754,36500,43120,54020,10900,Tunai,Lunas
TRX-20260724-1148,2026-07-24,08:38,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,17,31.69,23.39,8.3,0.738,35000,697180,818650,121470,Tempo_3H,Belum Lunas
TRX-20260724-1149,2026-07-24,03:54,Warung Nasi Sunda Ibu Imas,Langganan,Potong 4,33,71.87,53.33,18.54,0.742,35000,1581140,1866550,285410,Tempo_7H,Lunas
TRX-20260724-1150,2026-07-24,06:31,Warung Padang Roda Jaya,Langganan,Karkas Utuh,25,56.13,41.42,14.71,0.738,35000,1234860,1449700,214840,Tempo_7H,Belum Lunas
TRX-20260724-1151,2026-07-24,04:52,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 12,33,61.98,46.61,15.37,0.752,36500,1363560,1701265,337705,Tempo_3H,Belum Lunas
TRX-20260724-1152,2026-07-24,04:29,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,29,52.66,39.28,13.38,0.746,35000,1158520,1374800,216280,Tempo_3H,Belum Lunas
TRX-20260724-1153,2026-07-24,07:31,Eceran Umum,Umum,Potong 8,2,4.37,3.32,1.05,0.759,36500,96140,121180,25040,Tunai,Lunas
TRX-20260724-1154,2026-07-24,09:32,Warung Padang Roda Jaya,Langganan,Campur,17,32.87,24.85,8.02,0.756,35000,723140,869750,146610,Tempo_7H,Lunas
TRX-20260725-1155,2026-07-25,05:28,Depot Mie Pangsit 88,Langganan,Potong 8,22,47.82,34.72,13.1,0.726,36500,1052040,1267280,215240,Tempo_3H,Belum Lunas
TRX-20260725-1156,2026-07-25,03:56,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Karkas Utuh,7,14.68,11.11,3.57,0.757,35000,322960,388850,65890,Tempo_3H,Belum Lunas
TRX-20260725-1157,2026-07-25,06:35,Eceran Umum,Umum,Potong 4,1,2.2,1.65,0.55,0.748,35000,48400,57750,9350,Tunai,Lunas
TRX-20260725-1158,2026-07-25,04:03,Katering Berkah Ibu,Langganan,Fillet Dada,23,47.77,35.73,12.04,0.748,48000,1050940,1715039,664099,Tempo_14H,Belum Lunas
TRX-20260725-1159,2026-07-25,03:13,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,18,36.43,26.01,10.42,0.714,36500,801460,949365,147905,Tempo_3H,Belum Lunas
TRX-20260725-1160,2026-07-25,08:44,Eceran Umum,Umum,Potong 12,1,1.98,1.5,0.48,0.757,36500,43560,54750,11190,Tunai,Lunas
TRX-20260725-1161,2026-07-25,06:28,Eceran Umum,Umum,Campur,2,3.5,2.56,0.94,0.731,35000,77000,89600,12600,Tunai,Lunas
TRX-20260725-1162,2026-07-25,05:07,Warung Nasi Sunda Ibu Imas,Langganan,Karkas Utuh,15,27.01,20.28,6.73,0.751,35000,594220,709800,115580,Tempo_7H,Lunas
TRX-20260725-1163,2026-07-25,08:58,Katering Berkah Ibu,Langganan,Potong 12,12,22.07,16.33,5.74,0.74,36500,485540,596044,110504,Tempo_14H,Lunas
TRX-20260725-1164,2026-07-25,04:31,Bakso Solo Mas Mul,Langganan,Potong 4,6,11.31,8.45,2.86,0.747,35000,248820,295750,46930,Tempo_7H,Belum Lunas
TRX-20260725-1165,2026-07-25,03:08,Katering Berkah Ibu,Langganan,Fillet Dada,32,65.91,48.64,17.27,0.738,48000,1450020,2334720,884700,Tempo_14H,Belum Lunas
TRX-20260725-1166,2026-07-25,06:17,Warung Nasi Sunda Ibu Imas,Langganan,Karkas Utuh,19,34.97,25.84,9.13,0.739,35000,769340,904400,135060,Tempo_7H,Belum Lunas
TRX-20260725-1167,2026-07-25,10:49,Ayam Geprek Sambal Bawang,Langganan,Potong 4,27,59.95,44.48,15.47,0.742,35000,1318900,1556800,237900,Tunai,Belum Lunas
TRX-20260725-1168,2026-07-25,08:28,Warung Padang Roda Jaya,Langganan,Potong 4,30,57.45,42.92,14.53,0.747,35000,1263900,1502200,238300,Tempo_7H,Belum Lunas
TRX-20260725-1169,2026-07-25,05:09,Bakso Solo Mas Mul,Langganan,Potong 8,12,23.33,17.31,6.02,0.742,36500,513259,631815,118556,Tempo_7H,Belum Lunas
TRX-20260725-1170,2026-07-25,04:45,Eceran Umum,Umum,Campur,1,2.04,1.49,0.55,0.73,35000,44880,52150,7270,Tunai,Lunas
TRX-20260725-1171,2026-07-25,09:41,Eceran Umum,Umum,Potong 12,2,3.6,2.58,1.02,0.717,36500,79200,94170,14970,Tunai,Lunas
TRX-20260725-1172,2026-07-25,06:22,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,20,44.01,32.26,11.75,0.733,35000,968220,1129100,160880,Tempo_3H,Belum Lunas
TRX-20260725-1173,2026-07-25,04:30,Eceran Umum,Umum,Potong 12,2,3.91,2.94,0.97,0.752,36500,86020,107310,21290,Tunai,Lunas
TRX-20260725-1174,2026-07-25,05:50,Eceran Umum,Umum,Karkas Utuh,1,1.93,1.41,0.52,0.728,35000,42460,49350,6890,Tunai,Lunas
TRX-20260725-1175,2026-07-25,06:38,Depot Mie Pangsit 88,Langganan,Campur,15,31.73,24.05,7.68,0.758,35000,698060,841750,143690,Tempo_3H,Belum Lunas
TRX-20260725-1176,2026-07-25,05:34,Bakso Solo Mas Mul,Langganan,Fillet Dada,7,13.24,9.69,3.55,0.732,48000,291280,465120,173840,Tempo_7H,Belum Lunas
TRX-20260725-1177,2026-07-25,03:30,Eceran Umum,Umum,Potong 4,2,3.93,2.92,1.01,0.743,35000,86460,102200,15740,Tunai,Lunas
TRX-20260725-1178,2026-07-25,08:16,Eceran Umum,Umum,Potong 8,1,1.98,1.45,0.53,0.732,36500,43560,52925,9365,Tunai,Lunas
TRX-20260725-1179,2026-07-25,05:46,Eceran Umum,Umum,Fillet Dada,2,4.23,3.11,1.12,0.735,48000,93060,149280,56220,Tunai,Lunas
TRX-20260726-1180,2026-07-26,03:41,Ayam Geprek Sambal Bawang,Langganan,Potong 12,19,42.15,31.02,11.13,0.736,36500,927300,1132230,204930,Tunai,Lunas
TRX-20260726-1181,2026-07-26,05:39,Depot Mie Pangsit 88,Langganan,Karkas Utuh,15,30.07,21.77,8.3,0.724,35000,661540,761950,100410,Tempo_3H,Lunas
TRX-20260726-1182,2026-07-26,05:27,Depot Mie Pangsit 88,Langganan,Campur,14,28.21,21.41,6.8,0.759,35000,620620,749350,128730,Tempo_3H,Belum Lunas
TRX-20260726-1183,2026-07-26,07:06,Depot Mie Pangsit 88,Langganan,Campur,7,14.74,11.11,3.63,0.754,35000,324280,388850,64570,Tempo_3H,Lunas
TRX-20260726-1184,2026-07-26,04:56,Eceran Umum,Umum,Karkas Utuh,2,4.15,2.97,1.18,0.715,35000,91300,103950,12650,Tunai,Lunas
TRX-20260726-1185,2026-07-26,05:12,Warung Padang Roda Jaya,Langganan,Fillet Dada,20,39.84,30.16,9.68,0.757,48000,876480,1447680,571200,Tempo_7H,Belum Lunas
TRX-20260726-1186,2026-07-26,07:26,Depot Mie Pangsit 88,Langganan,Fillet Dada,24,51.69,37.94,13.75,0.734,48000,1137180,1821120,683940,Tempo_3H,Belum Lunas
TRX-20260726-1187,2026-07-26,04:20,Warung Nasi Sunda Ibu Imas,Langganan,Fillet Dada,14,27.47,20.58,6.89,0.749,48000,604340,987839,383499,Tempo_7H,Belum Lunas
TRX-20260726-1188,2026-07-26,03:28,Warung Padang Roda Jaya,Langganan,Karkas Utuh,29,63.96,45.67,18.29,0.714,35000,1407120,1598450,191330,Tempo_7H,Belum Lunas
TRX-20260726-1189,2026-07-26,06:14,Katering Berkah Ibu,Langganan,Karkas Utuh,5,10.52,7.87,2.65,0.748,35000,231440,275450,44010,Tempo_14H,Belum Lunas
TRX-20260726-1190,2026-07-26,06:37,Warung Padang Roda Jaya,Langganan,Potong 12,16,36.58,26.04,10.54,0.712,36500,804760,950460,145700,Tempo_7H,Belum Lunas
TRX-20260726-1191,2026-07-26,06:49,Eceran Umum,Umum,Fillet Dada,1,1.75,1.25,0.5,0.715,48000,38500,60000,21500,Tunai,Lunas
TRX-20260726-1192,2026-07-26,04:59,Bakso Solo Mas Mul,Langganan,Potong 4,10,20.23,14.48,5.75,0.716,35000,445060,506800,61740,Tempo_7H,Belum Lunas
TRX-20260726-1193,2026-07-26,08:23,Warung Nasi Sunda Ibu Imas,Langganan,Potong 4,14,29.73,21.41,8.32,0.72,35000,654060,749350,95290,Tempo_7H,Lunas
TRX-20260726-1194,2026-07-26,09:43,Ayam Geprek Sambal Bawang,Langganan,Potong 12,27,57.56,41.85,15.71,0.727,36500,1266320,1527525,261205,Tunai,Lunas
TRX-20260726-1195,2026-07-26,06:37,Eceran Umum,Umum,Fillet Dada,1,2.16,1.63,0.53,0.754,48000,47520,78240,30720,Tunai,Lunas
TRX-20260726-1196,2026-07-26,04:06,Warung Nasi Sunda Ibu Imas,Langganan,Potong 8,28,52.21,38.27,13.94,0.733,36500,1148620,1396855,248235,Tempo_7H,Belum Lunas
TRX-20260726-1197,2026-07-26,04:29,Eceran Umum,Umum,Potong 12,1,2.15,1.63,0.52,0.759,36500,47300,59494,12194,Tunai,Lunas
TRX-20260726-1198,2026-07-26,03:58,Katering Berkah Ibu,Langganan,Karkas Utuh,11,20.65,15.61,5.04,0.756,35000,454299,546350,92051,Tempo_14H,Belum Lunas
TRX-20260726-1199,2026-07-26,06:04,Bakso Solo Mas Mul,Langganan,Potong 4,31,62.73,45.48,17.25,0.725,35000,1380060,1591800,211740,Tempo_7H,Belum Lunas
TRX-20260726-1200,2026-07-26,07:53,Eceran Umum,Umum,Potong 12,1,2.03,1.46,0.57,0.721,36500,44659,53290,8631,Tunai,Lunas
TRX-20260726-1201,2026-07-26,04:40,Eceran Umum,Umum,Campur,1,1.8,1.32,0.48,0.733,35000,39600,46200,6600,Tunai,Lunas
TRX-20260726-1202,2026-07-26,03:29,Ayam Geprek Sambal Bawang,Langganan,Potong 4,15,27.72,20.96,6.76,0.756,35000,609840,733600,123760,Tunai,Belum Lunas
TRX-20260726-1203,2026-07-26,07:44,Eceran Umum,Umum,Karkas Utuh,1,1.72,1.29,0.43,0.752,35000,37840,45150,7310,Tunai,Lunas
TRX-20260726-1204,2026-07-26,06:34,Eceran Umum,Umum,Potong 8,2,4.17,3.06,1.11,0.734,36500,91740,111690,19950,Tunai,Lunas
TRX-20260726-1205,2026-07-26,05:20,Depot Mie Pangsit 88,Langganan,Potong 4,27,59.96,44.97,14.99,0.75,35000,1319120,1573950,254830,Tempo_3H,Belum Lunas
TRX-20260726-1206,2026-07-26,05:36,Eceran Umum,Umum,Karkas Utuh,1,1.96,1.47,0.49,0.75,35000,43120,51450,8330,Tunai,Lunas
TRX-20260726-1207,2026-07-26,06:41,Eceran Umum,Umum,Fillet Dada,1,2.1,1.5,0.6,0.715,48000,46200,72000,25800,Tunai,Lunas
TRX-20260727-1208,2026-07-27,07:26,Eceran Umum,Umum,Campur,1,1.93,1.46,0.47,0.757,35000,42460,51100,8640,Tunai,Lunas
TRX-20260727-1209,2026-07-27,03:32,Ayam Geprek Sambal Bawang,Langganan,Karkas Utuh,19,36.78,27.0,9.78,0.734,35000,809160,945000,135840,Tunai,Belum Lunas
TRX-20260727-1210,2026-07-27,03:56,Eceran Umum,Umum,Campur,2,4.05,3.03,1.02,0.749,35000,89100,106050,16950,Tunai,Lunas
TRX-20260727-1211,2026-07-27,04:04,Eceran Umum,Umum,Potong 8,2,4.26,3.05,1.21,0.716,36500,93720,111325,17605,Tunai,Lunas
TRX-20260727-1212,2026-07-27,04:20,Eceran Umum,Umum,Campur,1,1.7,1.23,0.47,0.722,35000,37400,43050,5650,Tunai,Lunas
TRX-20260727-1213,2026-07-27,04:22,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,6,12.95,9.23,3.72,0.713,36500,284900,336895,51995,Tempo_3H,Belum Lunas
TRX-20260727-1214,2026-07-27,05:59,Eceran Umum,Umum,Potong 8,1,2.17,1.64,0.53,0.758,36500,47740,59860,12120,Tunai,Lunas
TRX-20260727-1215,2026-07-27,07:49,Eceran Umum,Umum,Karkas Utuh,2,3.85,2.84,1.01,0.737,35000,84700,99400,14700,Tunai,Lunas
TRX-20260727-1216,2026-07-27,08:15,Eceran Umum,Umum,Fillet Dada,2,3.77,2.72,1.05,0.722,48000,82940,130560,47620,Tunai,Lunas
TRX-20260727-1217,2026-07-27,03:23,Depot Mie Pangsit 88,Langganan,Campur,24,48.11,35.94,12.17,0.747,35000,1058420,1257900,199480,Tempo_3H,Lunas
TRX-20260727-1218,2026-07-27,07:11,Eceran Umum,Umum,Potong 8,2,4.35,3.29,1.06,0.756,36500,95699,120085,24386,Tunai,Lunas
TRX-20260727-1219,2026-07-27,05:35,Warung Nasi Sunda Ibu Imas,Langganan,Potong 12,25,53.56,38.35,15.21,0.716,36500,1178320,1399775,221455,Tempo_7H,Belum Lunas
TRX-20260727-1220,2026-07-27,05:03,Eceran Umum,Umum,Potong 4,1,1.86,1.4,0.46,0.751,35000,40920,49000,8080,Tunai,Lunas
TRX-20260727-1221,2026-07-27,07:22,Depot Mie Pangsit 88,Langganan,Potong 12,15,34.39,24.45,9.94,0.711,36500,756580,892425,135845,Tempo_3H,Belum Lunas
TRX-20260727-1222,2026-07-27,04:56,Eceran Umum,Umum,Fillet Dada,1,1.96,1.45,0.51,0.738,48000,43120,69600,26480,Tunai,Lunas
TRX-20260727-1223,2026-07-27,05:51,Depot Mie Pangsit 88,Langganan,Potong 12,9,17.6,13.04,4.56,0.741,36500,387200,475959,88759,Tempo_3H,Belum Lunas
TRX-20260728-1224,2026-07-28,05:04,Eceran Umum,Umum,Karkas Utuh,1,1.85,1.39,0.46,0.749,35000,40700,48650,7950,Tunai,Lunas
TRX-20260728-1225,2026-07-28,04:49,Eceran Umum,Umum,Fillet Dada,2,4.3,3.07,1.23,0.715,48000,94600,147360,52760,Tunai,Lunas
TRX-20260728-1226,2026-07-28,05:33,Bakso Solo Mas Mul,Langganan,Potong 8,15,32.08,23.71,8.37,0.739,36500,705760,865415,159655,Tempo_7H,Belum Lunas
TRX-20260728-1227,2026-07-28,06:16,Warung Padang Roda Jaya,Langganan,Potong 4,11,19.91,14.93,4.98,0.75,35000,438020,522550,84530,Tempo_7H,Lunas
TRX-20260728-1228,2026-07-28,06:27,Warung Nasi Sunda Ibu Imas,Langganan,Fillet Dada,12,23.04,17.12,5.92,0.743,48000,506880,821760,314880,Tempo_7H,Belum Lunas
